customerID,Gender,SeniorCitizen,Partner,Dependents,Day,Year,Month,Age
3481-JHUZH,Male,No,Yes,No,28,2004,4,21
7250-EQKIY,Female,No,Yes,Yes,3,1980,8,44
3594-IVHJZ,Female,No,No,No,2,1991,7,34
6869-FGJJC,Male,No,No,No,22,2007,5,18
3896-ZVNET,Female,No,Yes,Yes,23,2002,10,22
8205-VSLRB,Male,No,Yes,No,6,1989,5,36
5960-MVTUK,Male,No,No,No,23,2002,10,22
6817-WTYHE,Male,No,No,No,8,1994,12,30
3082-VQXNH,Male,No,Yes,No,10,1995,8,29
4013-UBXWQ,Female,No,No,No,20,1988,11,36
4931-TRZWN,Female,No,No,No,14,1987,4,38
0750-EKNGL,Male,No,No,No,14,1981,6,44
7669-LCRSD,Male,No,Yes,Yes,16,1984,3,41
3567-PQTSO,Male,No,Yes,Yes,9,1986,9,38
5519-NPHVG,Female,No,No,No,18,1994,9,30
8043-PNYSD,Male,No,Yes,Yes,3,1994,12,30
9938-EKRGF,Female,No,No,No,2,1995,5,30
2703-AMTUL,Male,No,Yes,Yes,10,1996,11,28
0928-JMXNP,Male,No,Yes,No,18,1987,1,38
8173-RXAYP,Female,No,Yes,Yes,14,2001,9,23
4825-XJGDM,Female,No,No,No,6,1995,3,30
5402-HTOTQ,Male,No,No,No,6,2004,7,21
6734-JDTTV,Male,No,Yes,Yes,9,1987,10,37
7850-THJMU,Female,No,Yes,Yes,18,1987,4,38
3890-RTCMS,Male,No,No,No,10,1988,2,37
8849-GYOKR,Female,No,Yes,No,13,1988,6,37
3148-BLQJT,Male,No,No,No,15,1984,7,41
3717-FDJFU,Male,No,No,Yes,29,2011,11,13
3665-JATSN,Female,No,No,No,1,2012,3,13
7966-YOTQW,Male,No,No,No,7,1987,10,37
0461-CVKMU,Female,No,Yes,Yes,16,1996,3,29
8806-EAGWC,Male,No,No,No,16,1993,2,32
8853-TZDGH,Female,No,No,No,8,1988,11,36
7779-LGOVN,Male,No,Yes,No,26,1999,11,25
4324-BZCKL,Female,No,Yes,Yes,16,1988,2,37
6924-TDGMT,Male,No,Yes,No,6,2012,11,12
9710-ZUSHQ,Female,No,No,No,4,1984,1,41
1536-YHDOE,Male,No,Yes,Yes,23,1985,4,40
8123-QBNAZ,Female,No,Yes,Yes,9,1994,4,31
3629-ZNKXA,Male,No,No,No,18,1992,3,33
4827-LTQRJ,Female,No,Yes,Yes,21,2008,5,17
7711-YIJWC,Male,No,Yes,Yes,4,1994,1,31
5482-VXSXJ,Male,No,No,No,17,2005,10,19
7365-BVCJH,Male,No,No,No,13,1983,9,41
9620-ENEJV,Female,No,No,No,12,2000,3,25
4183-WCSEP,Male,No,No,No,9,1987,9,37
2378-YIZKA,Female,No,Yes,Yes,28,1999,6,26
5498-TXHLF,Female,No,Yes,Yes,16,1996,10,28
0689-DSXGL,Female,No,Yes,Yes,9,1997,6,28
6818-DJXAA,Female,No,No,Yes,19,2006,3,19
9722-UJOJR,Male,No,Yes,Yes,20,1987,11,37
0464-WJTKO,Female,No,Yes,Yes,7,1994,9,30
8902-ZEOVF,Male,No,Yes,Yes,9,1988,3,37
6778-EICRF,Male,No,Yes,Yes,23,1994,8,30
2662-NNTDK,Male,No,No,No,18,2011,4,14
4132-KALRO,Female,No,No,No,8,1981,6,44
3902-FOIGH,Male,No,Yes,No,23,2001,7,24
6772-KSATR,Male,No,No,No,12,2007,4,18
7112-OPOTK,Male,No,No,No,13,1995,6,30
2874-YXVVA,Female,No,No,No,5,1997,10,27
1245-HARPS,Female,No,Yes,No,10,2004,7,21
4210-QFJMF,Female,No,No,No,4,1989,4,36
4323-ELYYB,Male,No,Yes,Yes,2,2008,2,17
4293-ETKAP,Female,No,Yes,Yes,26,2008,2,17
6064-PUPMC,Male,No,Yes,Yes,4,2002,7,23
6504-VBLFL,Male,No,Yes,No,10,2003,11,21
6322-PJJDJ,Male,No,Yes,No,29,1984,11,40
0330-BGYZE,Male,No,Yes,No,9,1982,9,42
1085-LDWAM,Female,No,Yes,Yes,4,1983,5,42
7586-ZATGZ,Male,No,No,No,8,1990,12,34
7197-VOJMM,Male,No,Yes,No,11,2006,4,19
3318-OSATS,Male,No,No,No,16,2002,12,22
5828-AVIPD,Male,No,Yes,Yes,9,2005,3,20
1843-TLSGD,Female,No,Yes,Yes,29,2000,11,24
9626-VFRGG,Female,No,No,Yes,11,2003,7,22
7075-BNDVQ,Female,No,No,No,24,1981,12,43
9143-CANJF,Female,No,Yes,Yes,28,1995,10,29
7284-BUYEC,Female,No,No,No,12,1996,2,29
2041-JIJCI,Female,No,No,No,28,2011,1,14
1086-LXKFY,Female,No,Yes,Yes,14,1988,9,36
4900-MSOMT,Female,No,Yes,Yes,17,1996,10,28
2229-VWQJH,Female,No,No,No,26,2011,2,14
9194-GFVOI,Female,No,Yes,No,11,2008,4,17
1336-EZFZY,Female,No,No,No,13,1989,8,35
4282-MSACW,Male,No,No,No,1,1981,10,43
1403-LKLIK,Female,No,Yes,Yes,22,2000,12,24
2636-ALXXZ,Female,No,No,No,4,1992,3,33
7774-OJSXI,Male,No,No,No,4,1981,1,44
7786-WBJYI,Female,No,No,No,28,1986,10,38
0136-IFMYD,Male,No,Yes,No,30,1996,2,29
5144-TVGLP,Male,No,No,No,9,2011,8,13
9643-AVVWI,Female,No,Yes,Yes,12,1997,8,27
0253-ZTEOB,Female,No,Yes,Yes,19,1993,2,32
2706-QZIHY,Female,No,Yes,No,27,1984,8,40
6061-PQHMK,Female,No,No,No,22,2008,6,17
9885-CSMWE,Female,No,No,No,15,2004,8,20
6137-MFAJN,Female,No,No,No,30,2000,3,25
9122-UMROB,Male,No,No,No,14,1989,6,36
4232-JGKIY,Male,No,No,No,8,1987,1,38
2402-TAIRZ,Female,No,No,No,12,1996,10,28
9659-ZTWSM,Male,No,Yes,No,9,1985,11,39
9139-TWBAS,Female,No,Yes,No,22,2012,7,13
6685-GBWJZ,Male,No,Yes,No,17,1997,2,28
5016-ETTFF,Male,No,No,No,26,2002,2,23
3866-MDTUB,Female,No,No,No,9,1989,7,36
2195-VVRJF,Male,No,Yes,No,13,1986,8,38
3913-RDSJZ,Female,No,Yes,No,8,1997,6,28
8058-JMEQO,Female,No,No,No,26,2008,10,16
4203-QGNZA,Female,No,No,Yes,21,2012,2,13
5043-TRZWM,Female,No,No,No,9,1983,6,42
0697-ZMSWS,Male,No,No,No,9,2004,1,21
7657-DYEPJ,Male,No,No,No,23,2008,2,17
9494-BDNNC,Male,No,Yes,No,2,1990,3,35
1640-PLFMP,Female,No,No,No,8,2004,9,20
5366-OBVMR,Female,No,Yes,No,11,1980,1,45
8276-MQBYC,Male,No,No,No,8,2006,1,19
7644-OMVMY,Male,No,Yes,Yes,1,1999,2,26
7593-XFKDI,Male,No,No,No,12,2012,10,12
4573-JKNAE,Male,No,No,Yes,19,1989,9,35
0337-CNPZE,Female,No,No,No,15,1980,5,45
9817-APLHW,Male,No,No,No,3,1992,2,33
8380-MQINP,Female,No,Yes,Yes,1,1999,12,25
0840-DFEZH,Female,No,No,No,16,1985,9,39
1513-XNPPH,Female,No,No,No,28,1988,7,36
8690-ZVLCL,Female,No,Yes,Yes,30,1985,7,39
6015-VVHHE,Female,No,No,No,28,1982,5,43
1125-SNVCK,Female,No,No,No,21,2009,8,15
0384-LPITE,Male,No,No,No,26,1986,10,38
4616-EWBNJ,Female,No,No,No,14,1999,6,26
6347-DCUIK,Male,No,No,No,17,2005,1,20
1335-HQMKX,Female,No,Yes,No,2,2009,10,15
2545-EBUPK,Female,No,No,No,28,1986,12,38
6923-AQONU,Male,No,Yes,Yes,5,1992,6,33
2172-EJXVF,Female,No,No,No,15,2002,11,22
0897-FEGMU,Female,No,Yes,No,21,2010,8,14
7663-RGWBC,Male,No,No,No,4,1991,6,34
1120-BMWUB,Female,No,No,No,3,1999,2,26
9124-LHCJQ,Female,No,No,No,19,2006,6,19
4536-PLEQY,Male,No,Yes,No,26,2009,5,16
7029-IJEJK,Female,No,No,No,13,1983,4,42
8871-JLMHM,Female,No,Yes,No,3,2010,11,14
2235-ZGKPT,Female,No,Yes,Yes,23,1994,4,31
3891-PUQOD,Female,No,No,Yes,14,1981,6,44
5447-VYTKW,Male,No,No,No,24,1992,8,32
3623-FQBOX,Male,No,No,No,18,2006,9,18
0689-NKYLF,Male,No,No,No,4,1983,5,42
8659-HDIYE,Female,No,No,No,13,1996,6,29
3658-KIBGF,Female,No,No,No,14,1998,6,27
3474-BAFSJ,Male,No,Yes,No,8,1980,2,45
5519-YLDGW,Female,No,Yes,No,29,1993,2,32
3865-ZFZIB,Male,No,No,No,21,1992,1,33
1855-AGAWH,Male,No,Yes,No,25,1994,3,31
7109-CQYUZ,Male,No,No,No,28,2011,7,13
1370-GGAWX,Female,No,No,No,14,2004,10,20
4680-KUTAJ,Female,No,No,No,21,2002,1,23
5307-UVGNB,Female,No,Yes,Yes,11,2007,7,18
4946-EDSEW,Female,No,Yes,Yes,13,1996,8,28
2883-ILGWO,Male,No,No,No,8,1980,5,45
2516-VQRRV,Female,No,No,No,19,1988,11,36
7580-UGXNC,Female,No,No,No,6,2012,5,13
3642-BYHDO,Female,No,Yes,Yes,22,1997,9,27
9629-NHXFW,Female,No,Yes,Yes,28,2001,10,23
2696-RZVZW,Male,No,Yes,No,5,1984,5,41
5766-FTRTS,Male,No,Yes,No,29,2008,8,16
0396-HUJBP,Female,No,No,No,8,2003,1,22
5178-LMXOP,Male,No,Yes,No,3,1985,8,39
8879-ZKJOF,Female,No,No,No,19,1992,4,33
6285-FTQBF,Male,No,Yes,Yes,11,1994,3,31
8185-UPYBR,Male,No,Yes,No,24,2005,5,20
4585-HETAI,Female,No,Yes,Yes,24,1989,3,36
7526-BEZQB,Male,No,No,No,12,2010,7,15
1474-JUWSM,Female,No,Yes,No,4,1989,3,36
3530-CRZSB,Female,No,No,No,29,1997,3,28
8498-XXGWA,Female,No,Yes,No,26,2006,10,18
9617-INGJY,Male,No,No,No,30,1985,4,40
0621-TSSMU,Male,No,Yes,No,21,2005,12,19
7234-KMNRQ,Male,No,No,No,15,1992,6,33
7636-PEPNS,Female,No,Yes,Yes,18,1995,4,30
4683-WYDOU,Male,No,Yes,No,9,2010,1,15
9052-DHNKM,Male,No,No,No,15,2007,2,18
6794-HKIAJ,Male,No,No,No,23,1991,11,33
5578-NKCXI,Female,No,Yes,Yes,28,2011,2,14
1642-HMARX,Female,No,Yes,No,8,2000,1,25
3096-WPXBT,Female,No,Yes,Yes,6,1998,1,27
8434-PNQZX,Female,No,No,No,15,2006,3,19
5950-AAAGJ,Male,No,No,No,9,2009,7,16
4299-OPXEJ,Female,No,No,No,15,1995,6,30
4951-UKAAQ,Female,No,No,No,21,1980,6,45
9618-LFJRU,Female,No,No,No,27,1994,4,31
6693-DJWTY,Female,No,No,Yes,21,1980,3,45
0744-GKNGE,Female,No,Yes,Yes,10,1995,1,30
6447-EGDIV,Female,No,No,No,4,2003,1,22
1167-OYZJF,Female,No,Yes,No,12,2002,8,22
2108-YKQTY,Female,No,No,No,13,1989,1,36
4806-DXQCE,Female,No,Yes,No,24,1981,12,43
4918-QLLIW,Male,No,No,No,19,1992,6,33
7056-IMHCC,Male,No,Yes,No,7,1994,9,30
4854-SSLTN,Male,No,Yes,Yes,28,1981,3,44
5294-DMSFH,Female,No,Yes,Yes,16,2006,6,19
4837-PZTIC,Female,No,No,No,19,2007,8,17
1625-JAIIY,Female,No,Yes,Yes,9,1987,8,37
0603-OLQDC,Male,No,No,Yes,17,1995,7,30
3272-VUHPV,Female,No,Yes,Yes,9,1988,2,37
4176-FXYBO,Male,No,Yes,No,25,2005,1,20
1063-DHQJF,Male,No,Yes,Yes,1,1983,12,41
8663-UPDGF,Female,No,No,No,13,1996,7,29
6719-FGEDO,Female,No,Yes,No,21,2002,11,22
1837-YQUCE,Female,No,No,No,11,1994,6,31
2947-DOMLJ,Male,No,No,Yes,24,2011,7,14
4112-LUEIZ,Male,No,No,No,18,1991,6,34
0369-ZGOVK,Female,No,Yes,Yes,3,1999,3,26
4510-HIMLV,Male,No,No,No,20,1999,3,26
9919-KNPOO,Female,No,Yes,No,28,2004,1,21
8749-JMNKX,Male,No,Yes,No,25,1985,2,40
7872-BAAZR,Female,No,Yes,Yes,23,1988,6,37
9391-LMANN,Male,No,No,Yes,16,1999,12,25
2430-USGXP,Male,No,Yes,No,30,1998,12,26
8174-TBVCF,Female,No,Yes,No,15,1982,11,42
1698-XFZCI,Male,No,No,No,15,2004,2,21
1877-HKBQX,Female,No,No,No,28,1985,10,39
4450-DLLMH,Male,No,No,No,3,1987,4,38
0428-AXXLJ,Male,No,No,No,8,2011,5,14
2746-DIJLO,Female,No,No,No,25,2009,5,16
5955-ERIHD,Male,No,Yes,No,5,2002,6,23
0917-EZOLA,Male,No,Yes,No,13,2000,10,24
3508-VLHCZ,Female,No,Yes,Yes,2,1981,2,44
4086-ATNFV,Female,No,Yes,Yes,28,1994,11,30
0468-YRPXN,Male,No,No,No,6,2008,6,17
5996-NRVXR,Male,No,Yes,No,20,2002,4,23
3739-YBWAB,Male,No,Yes,No,25,2006,12,18
7047-FWEYA,Female,No,Yes,No,13,2012,10,12
2000-MPKCA,Female,No,No,No,4,1983,1,42
9762-YAQAA,Male,No,No,No,26,2010,6,15
5949-EBSQK,Male,No,Yes,Yes,28,2002,11,22
5473-KHBPS,Female,No,Yes,Yes,18,1989,11,35
0100-DUVFC,Male,No,Yes,No,4,2001,9,23
5397-TUPSH,Male,No,Yes,No,1,1994,4,31
8950-MTZNV,Male,No,No,No,28,2009,5,16
0326-VDYXE,Female,No,Yes,No,20,2009,9,15
6773-LQTVT,Female,No,Yes,Yes,19,1987,9,37
7274-RTAPZ,Male,No,No,No,1,1988,6,37
0436-TWFFZ,Female,No,No,No,27,2001,6,24
8566-YPRGL,Female,No,No,No,23,1994,1,31
0311-UNPFF,Female,No,No,No,28,1980,7,44
6609-MXJHJ,Female,No,Yes,Yes,1,2009,7,16
2669-OIDSD,Female,No,Yes,No,3,2011,4,14
8400-WZICQ,Female,No,Yes,Yes,7,2007,6,18
3834-XUIFC,Male,No,No,No,18,1984,12,40
9576-SYUHJ,Male,No,No,No,23,1983,1,42
0410-IPFTY,Female,No,Yes,No,26,1985,1,40
2831-EBWRN,Male,No,No,No,16,1984,11,40
9430-NKQLY,Male,No,Yes,Yes,13,2009,10,15
8414-MYSHR,Male,No,No,No,24,2010,11,14
0247-SLUJI,Male,No,Yes,Yes,8,1997,5,28
9402-ORRAH,Female,No,No,No,23,2004,9,20
6483-OATDN,Male,No,Yes,Yes,17,2009,2,16
1293-HHSHJ,Female,No,No,No,27,1989,1,36
4840-ORQXB,Female,No,No,No,28,1984,10,40
7599-FKVXZ,Male,No,Yes,No,13,2004,3,21
3982-DQLUS,Male,No,Yes,Yes,23,1988,10,36
8610-ZIKJJ,Female,No,Yes,Yes,8,2005,10,19
3756-VNWDH,Male,No,Yes,No,30,1996,8,28
7801-KICAO,Female,No,No,No,14,1993,3,32
7673-LPRNY,Female,No,No,No,7,1988,8,36
8229-TNIQA,Female,No,No,No,15,2006,8,18
6060-QBMGV,Male,No,Yes,No,2,1993,11,31
7339-POGZN,Female,No,No,No,11,1985,12,39
2828-SLQPF,Male,No,No,No,28,2001,2,24
4465-VDKIQ,Female,No,No,No,22,1992,9,32
2921-XWDJH,Female,No,Yes,No,3,1998,12,26
6221-AVQYL,Male,No,No,No,10,2000,12,24
2558-BUOZZ,Male,No,No,No,23,1985,10,39
9257-AZMTZ,Female,No,Yes,Yes,3,1985,5,40
0003-MKNFE,Male,No,No,No,11,1988,11,36
0975-UYDTX,Female,No,Yes,No,20,1987,2,38
7743-EXURX,Male,No,Yes,Yes,25,1997,1,28
4682-BLBUC,Male,No,Yes,No,24,2001,3,24
0975-VOOVL,Female,No,No,No,7,1999,2,26
5968-VXZLG,Male,No,No,No,3,1996,11,28
5569-KGJHX,Female,No,Yes,Yes,9,1989,8,35
4988-IQIGL,Male,No,No,No,10,2012,1,13
5201-FRKKS,Male,No,No,No,11,1989,6,36
9799-CAYJJ,Female,No,Yes,No,23,1994,6,31
7730-IUTDZ,Male,No,No,No,2,1983,10,41
0426-TIRNE,Female,No,No,No,29,1994,7,30
5443-SCMKX,Female,No,Yes,No,29,2001,9,23
8295-KMENE,Female,No,Yes,Yes,20,2011,9,13
6738-ISCBM,Male,No,No,No,14,2010,12,14
9821-BESNZ,Male,No,No,No,29,1992,7,32
3678-MNGZX,Male,No,Yes,Yes,25,2010,3,15
1335-NTIUC,Male,No,No,No,27,1994,9,30
2916-BQZLN,Male,No,No,No,18,1988,5,37
4558-CGYCZ,Male,No,No,No,2,1993,8,31
2368-GAKKQ,Female,No,No,No,28,1985,8,39
8710-YGLWG,Male,No,No,No,3,1995,8,29
3199-XGZCY,Female,No,No,No,19,2010,7,15
3785-KTYSH,Male,No,No,No,27,1981,12,43
6814-ZPWFQ,Male,No,No,No,5,1997,2,28
4063-EIKNQ,Male,No,Yes,Yes,6,1984,3,41
6993-YCOBK,Male,No,Yes,Yes,16,2004,7,21
5206-HPJKM,Male,No,No,No,14,1994,12,30
7587-RZNME,Male,No,No,No,21,1988,5,37
0748-RDGGM,Male,No,Yes,No,20,2006,6,19
8393-JMVMB,Male,No,No,No,26,1994,1,31
5019-GQVCR,Male,No,No,No,11,1993,5,32
6036-TTFYU,Female,No,Yes,No,20,2008,10,16
2550-AEVRU,Female,No,Yes,Yes,28,1992,11,32
0969-RGKCU,Male,No,Yes,Yes,19,1987,7,38
0378-CJKPV,Female,No,Yes,No,24,2010,6,15
4706-AXVKM,Female,No,No,No,10,1988,11,36
5889-JTMUL,Female,No,Yes,No,9,2012,4,13
9026-RNUJS,Male,No,No,No,24,2009,11,15
3746-EUBYR,Male,No,Yes,No,20,2008,1,17
2332-EFBJY,Male,No,No,No,16,2004,1,21
2880-FPNAE,Male,No,Yes,No,23,1984,2,41
1703-MGIAB,Female,No,No,No,12,1984,3,41
4311-QTTAI,Female,No,No,No,2,1993,5,32
9474-PHLYD,Female,No,No,No,5,1984,6,41
4318-RAJVY,Female,No,No,No,14,2008,5,17
2165-VOEGB,Female,No,No,Yes,22,2005,1,20
3612-YUNGG,Male,No,Yes,Yes,15,1985,6,40
2254-DLXRI,Female,No,No,No,5,1995,9,29
5062-CJJKH,Male,No,Yes,Yes,7,1983,6,42
9028-LIHRP,Male,No,Yes,Yes,24,1988,2,37
2219-MVUSO,Male,No,No,No,8,1993,3,32
1053-MXTTK,Female,No,Yes,Yes,25,1993,6,32
1530-ZTDOZ,Female,No,Yes,No,2,1995,4,30
1301-LOPVR,Male,No,Yes,Yes,7,1994,3,31
0853-TWRVK,Male,No,Yes,No,7,1995,12,29
8914-RBTSB,Male,No,Yes,No,29,2005,3,20
6212-ATMLK,Female,No,No,No,5,1995,10,29
8200-LGKSR,Male,No,Yes,No,9,2001,9,23
1568-BEKZM,Male,No,Yes,No,7,1990,10,34
0670-ANMUU,Male,No,No,No,25,1993,4,32
6897-RWMUB,Male,No,Yes,Yes,12,2006,6,19
0963-ZBDRN,Male,No,No,No,1,2005,11,19
7594-RQHXR,Female,No,No,Yes,6,1986,6,39
6999-CHVCF,Male,No,No,No,29,1999,8,25
6134-KWTBV,Male,No,No,No,10,2008,3,17
1077-HUUJM,Female,No,No,Yes,11,1983,9,41
6331-EWIEB,Male,No,No,No,15,1983,11,41
0895-LNKRC,Male,No,Yes,Yes,30,1982,10,42
2045-BMBTJ,Female,No,No,No,28,2009,4,16
8417-GSODA,Male,No,Yes,Yes,12,2009,8,15
5171-EPLKN,Male,No,No,No,17,2010,10,14
4452-QIIEB,Male,No,No,No,4,2011,3,14
5998-VVEJY,Male,No,No,No,20,2010,5,15
1624-NALOJ,Male,No,No,No,6,1992,2,33
6741-EGCBI,Male,No,No,No,14,2012,7,13
7820-ZYGNY,Male,No,No,No,30,1983,5,42
4317-VTEOA,Male,No,No,No,12,1991,6,34
9677-AVKED,Female,No,No,Yes,14,2004,12,20
1670-SVOWZ,Female,No,Yes,Yes,15,1997,5,28
2227-JRSJX,Female,No,No,No,15,2012,12,12
9847-HNVGP,Male,No,No,No,15,2004,2,21
6696-YDAYZ,Male,No,Yes,Yes,8,2002,6,23
8980-WQFWL,Female,No,No,No,3,1996,7,29
1730-ZMAME,Female,No,No,No,15,2011,10,13
6506-EYCNH,Female,No,Yes,Yes,10,1987,9,37
4634-JLRJT,Female,No,No,No,10,1990,2,35
9501-UKKNL,Male,No,No,No,13,1985,5,40
2560-QTSBS,Female,No,Yes,Yes,27,1985,3,40
7541-YLXCL,Male,No,No,No,20,2011,5,14
4795-WRNVT,Female,No,No,No,6,2009,8,15
6080-TCMYC,Male,No,Yes,Yes,16,1985,10,39
0260-ZDLGK,Female,No,No,Yes,13,1995,3,30
7860-UXCRM,Male,No,Yes,Yes,11,2003,8,21
6357-JJPQT,Female,No,No,No,4,1982,1,43
2292-XQWSV,Male,No,Yes,Yes,24,1996,4,29
9552-TGUZV,Male,No,Yes,No,4,2010,6,15
5913-INRQV,Male,No,Yes,No,4,1991,4,34
8722-NGNBH,Male,No,No,No,11,1989,8,35
6210-KBBPI,Male,No,No,No,18,2008,8,16
9643-YBLUR,Male,No,Yes,No,14,2011,4,14
8734-FNWVH,Male,No,Yes,Yes,7,2002,4,23
9447-YPTBX,Female,No,Yes,No,26,2008,4,17
0133-BMFZO,Female,No,No,No,24,2004,3,21
6128-CZOMY,Female,No,No,No,18,2010,7,15
9540-JYROE,Male,No,No,No,5,1985,8,39
9026-LHEVG,Female,No,No,No,24,2006,8,18
2260-USTRB,Female,No,No,No,4,2010,7,15
3656-TKRVZ,Female,No,No,No,10,1990,11,34
7011-CVEUC,Male,No,Yes,No,30,2007,1,18
6185-TASNN,Male,No,No,No,27,1981,10,43
7925-PNRGI,Female,No,Yes,Yes,21,1987,9,37
8623-TMRBY,Male,No,Yes,Yes,7,2010,9,14
1552-CZCLL,Female,No,Yes,Yes,16,1998,6,27
3038-PQIUY,Female,No,No,No,18,1988,1,37
1501-SGHBW,Male,No,No,No,27,1989,3,36
9313-CDOGY,Male,No,Yes,Yes,9,1991,7,34
8148-BPLZQ,Male,No,No,No,16,1991,3,34
2623-DRYAM,Female,No,Yes,No,26,1998,7,27
9987-LUTYD,Female,No,No,No,6,1984,2,41
3208-YPIOE,Male,No,No,No,22,1986,12,38
4488-KQFDT,Female,No,No,No,2,1993,4,32
2612-RANWT,Female,No,No,No,27,1996,9,28
5693-PIPCS,Male,No,No,No,23,2000,4,25
0491-KAPQG,Male,No,No,No,7,2006,1,19
1925-LFCZZ,Male,No,No,No,24,1991,11,33
8039-EQPIM,Male,No,Yes,No,28,1999,1,26
6900-PXRMS,Male,No,Yes,Yes,26,2008,3,17
8707-RMEZH,Female,No,Yes,No,13,1996,7,29
3346-BRMIS,Female,No,Yes,No,9,2010,6,15
3209-ZPKFI,Male,No,Yes,Yes,17,2004,1,21
6479-VDGRK,Female,No,Yes,Yes,25,1994,4,31
9373-WSLOY,Male,No,Yes,No,4,2000,2,25
2933-FILNV,Female,No,Yes,Yes,12,2008,3,17
3569-JFODW,Female,No,Yes,Yes,3,1999,6,26
9819-FBNSV,Male,No,Yes,No,11,2003,8,21
9544-PYPSJ,Female,No,Yes,Yes,24,1983,5,42
1591-XWLGB,Female,No,Yes,No,5,2010,8,14
0396-UKGAI,Male,No,No,Yes,4,1999,7,26
3243-ZHOHY,Female,No,No,No,2,1999,6,26
5186-EJEGL,Male,No,No,No,28,2011,1,14
7527-QNRUS,Male,No,Yes,Yes,17,1988,9,36
9986-BONCE,Female,No,No,No,19,1982,6,43
2722-JMONI,Female,No,Yes,No,7,2010,10,14
2203-GHNWN,Female,No,Yes,No,9,1992,7,33
3878-AVSOQ,Female,No,No,No,23,2003,11,21
3258-SYSWS,Male,No,No,No,8,2011,1,14
5296-PSYVW,Female,No,Yes,No,9,2001,8,23
6319-QSUSR,Female,No,No,Yes,15,2012,4,13
4083-EUGRJ,Male,No,No,No,29,1997,3,28
7579-OOPEC,Female,No,Yes,No,5,1993,6,32
0512-FLFDW,Female,No,Yes,No,20,2001,11,23
1771-OADNZ,Male,No,Yes,No,10,1990,1,35
0487-CRLZF,Female,No,No,No,4,1982,9,42
2107-FBPTK,Female,No,No,No,4,1986,1,39
9451-WLYRI,Female,No,Yes,No,11,1987,7,38
8219-VYBVI,Male,No,No,Yes,15,1988,8,36
1991-VOPLL,Female,No,No,No,22,2008,6,17
9738-QLWTP,Male,No,No,No,5,1980,11,44
1016-DJTSV,Male,No,No,No,18,1987,7,38
9419-IPPBE,Female,No,Yes,Yes,1,1981,5,44
0174-QRVVY,Male,No,Yes,Yes,3,1986,10,38
5699-BNCAS,Male,No,No,No,23,1995,1,30
2900-PHPLN,Female,No,Yes,No,17,1989,11,35
0612-RTZZA,Female,No,No,No,23,2000,2,25
8106-GWQOK,Male,No,Yes,No,4,1980,12,44
8751-EDEKA,Female,No,Yes,No,30,1988,12,36
6878-GGDWG,Female,No,Yes,No,29,1987,12,37
4039-PIMHX,Male,No,Yes,No,29,2008,5,17
8450-LUGUK,Female,No,Yes,Yes,4,1998,7,27
3604-WLABM,Female,No,No,No,26,1981,2,44
0795-GMVQO,Male,No,Yes,No,5,1997,2,28
2259-OUUSZ,Male,No,No,No,22,1991,9,33
1142-IHLOO,Female,No,No,No,23,2006,1,19
6410-LEFEN,Female,No,No,No,7,2002,12,22
4633-MKHYU,Female,No,No,No,12,1997,7,28
6257-RJOHI,Male,No,No,No,9,1983,1,42
1545-JFUML,Male,No,Yes,No,30,1983,7,41
3194-ORPIK,Female,No,Yes,Yes,22,1988,7,37
7826-VVKWT,Female,No,Yes,Yes,29,2004,12,20
1353-GHZOS,Male,No,Yes,No,4,2002,4,23
2587-EKXTS,Male,No,No,No,27,2000,5,25
5442-BXVND,Female,No,Yes,Yes,15,2010,11,14
8816-VXNZD,Female,No,No,No,29,1983,8,41
9378-FXTIZ,Female,No,Yes,No,17,2005,4,20
1723-HKXJQ,Male,No,No,No,29,1997,12,27
7825-GKXMW,Female,No,No,No,4,1996,7,29
9753-OYLBX,Female,No,No,No,4,2000,3,25
2364-UFROM,Male,No,No,No,20,2009,6,16
6656-JWRQX,Female,No,No,No,6,2008,4,17
6473-ULUHT,Male,No,Yes,Yes,28,1987,1,38
1240-KNSEZ,Male,No,No,No,1,2002,4,23
0836-SEYLU,Male,No,Yes,No,9,2001,3,24
4433-JCGCG,Male,No,Yes,No,2,2000,5,25
3716-BDVDB,Male,No,No,No,3,1981,8,43
7688-AWMDX,Male,No,Yes,No,11,1987,4,38
2842-BCQGE,Male,No,No,No,15,1992,5,33
7244-QWYHG,Male,No,Yes,No,11,1993,5,32
5899-MQZZL,Female,No,No,No,8,1998,9,26
6849-OYAMU,Male,No,Yes,Yes,6,2010,6,15
5312-UXESG,Female,No,No,No,28,1982,4,43
9488-HGMJH,Female,No,No,No,24,1999,9,25
6038-GCYEC,Female,No,No,No,21,2000,7,25
2150-WLKUW,Female,No,Yes,No,11,1988,2,37
7159-FVYPK,Female,No,Yes,Yes,18,1999,4,26
7032-LMBHI,Female,No,No,No,18,1993,5,32
1150-WFARN,Female,No,Yes,Yes,30,1996,4,29
6088-BXMRG,Female,No,Yes,Yes,23,1985,5,40
3144-AUDBS,Female,No,Yes,No,8,1982,11,42
4821-SJHJV,Female,No,Yes,Yes,20,1990,5,35
7346-MEDWM,Female,No,No,No,6,1986,8,38
1137-DGOWI,Female,No,Yes,No,26,2006,9,18
5616-PRTNT,Male,No,No,Yes,26,1982,9,42
3812-LRZIR,Female,No,Yes,Yes,17,1991,2,34
4818-QIUFN,Female,No,No,No,7,2003,2,22
